6049	[ 0, 4, 8, 12, 16, 24 ]
6061	[ 0, 4, 8, 12, 16, 24 ]
6062	[ 0, 4, 8, 12, 16, 24 ]
6063	[ 0, 4, 8, 12, 16, 24 ]
6099	[ 0, 4, 8, 12, 16, 24 ]
6100	[ 0, 4, 8, 12, 16, 24 ]
6106	[ 0, 4, 8, 12, 16, 24 ]
6107	[ 0, 4, 8, 12, 16, 24 ]
6108	[ 0, 4, 8, 12, 16, 24 ]
6111	[ 0, 4, 8, 12, 16, 24 ]
6132	[ 0, 4, 8, 12, 16, 24 ]
6138	[ 0, 4, 8, 12, 16, 24 ]
6139	[ 0, 4, 8, 12, 16, 24 ]
6146	[ 0, 4, 8, 12, 16, 24 ]
6160	[ 0, 2, 4, 8, 12, 16, 24 ]
6171	[ 0, 2, 4, 8, 12, 16, 24 ]
6181	[ 0, 2, 4, 8, 12, 16, 24 ]
6216	[ 0, 2, 4, 6, 8, 12, 16, 24 ]
6221	[ 0, 4, 8, 12, 16, 24 ]
6223	[ 0, 4, 8, 12, 16, 24 ]
6250	[ 0, 4, 8, 12, 16, 24 ]
6272	[ 0, 8, 12, 16, 24 ]
6284	[ 0, 2, 4, 6, 8, 12, 16, 24 ]
6288	[ 0, 4, 8, 12, 16, 24 ]
6296	[ 0, 4, 8, 12, 16, 24 ]
6300	[ 0, 4, 8, 12, 16, 24 ]
6304	[ 0, 4, 8, 12, 16, 24 ]
6328	[ 0, 4, 8, 12, 16, 24 ]
6330	[ 0, 4, 8, 12, 16, 24 ]
6341	[ 0, 8, 12, 16, 24 ]
6356	[ 0, 4, 6, 8, 12, 16, 24 ]
6362	[ 0, 4, 8, 12, 16, 24 ]
6383	[ 0, 4, 8, 12, 16, 24 ]
6397	[ 0, 4, 8, 12, 16, 24 ]
6401	[ 0, 4, 8, 12, 16, 24 ]
6402	[ 0, 4, 8, 12, 16, 24 ]
6440	[ 0, 4, 8, 12, 16, 24 ]
6442	[ 0, 4, 8, 12, 16, 24 ]
6443	[ 0, 4, 8, 12, 16, 24 ]
6446	[ 0, 4, 8, 12, 16, 24 ]
6471	[ 0, 4, 8, 12, 16, 24 ]
6481	[ 0, 4, 6, 8, 12, 16, 24 ]
6492	[ 0, 4, 8, 12, 16, 24 ]
6493	[ 0, 2, 4, 8, 12, 16, 24 ]
6528	[ 0, 4, 8, 12, 16, 24 ]
6601	[ 0, 2, 4, 8, 12, 16, 24 ]
6608	[ 0, 8, 12, 16, 24 ]
6621	[ 0, 4, 8, 12, 16, 24 ]
6676	[ 0, 4, 8, 12, 16, 24 ]
6686	[ 0, 2, 4, 6, 8, 12, 16, 24 ]
6691	[ 0, 4, 8, 12, 16, 24 ]
6727	[ 0, 4, 8, 12, 16, 24 ]
6761	[ 0, 4, 8, 16, 24 ]
6769	[ 0, 4, 8, 16, 24 ]
6771	[ 0, 4, 8, 16, 24 ]
6798	[ 0, 4, 8, 16, 24 ]
6805	[ 0, 4, 8, 16, 24 ]
6806	[ 0, 4, 8, 16, 24 ]
6820	[ 0, 4, 8, 16, 24 ]
6835	[ 0, 4, 8, 16, 24 ]
6888	[ 0, 6, 8, 16, 24 ]
6892	[ 0, 4, 6, 8, 16, 24 ]
6895	[ 0, 6, 8, 16, 24 ]
6896	[ 0, 4, 6, 8, 16, 24 ]
6897	[ 0, 6, 8, 16, 24 ]
6898	[ 0, 4, 6, 8, 16, 24 ]
6899	[ 0, 6, 8, 16, 24 ]
6900	[ 0, 4, 6, 8, 16, 24 ]
6902	[ 0, 6, 8, 16, 24 ]
6903	[ 0, 6, 8, 16, 24 ]
6930	[ 0, 6, 8, 16, 24 ]
6932	[ 0, 6, 8, 16, 24 ]
6937	[ 0, 4, 8, 12, 16, 24 ]
6938	[ 0, 4, 8, 12, 16, 24 ]
6943	[ 0, 8, 16, 24 ]
6944	[ 0, 8, 16, 24 ]
6960	[ 0, 4, 6, 8, 16, 24 ]
6961	[ 0, 6, 8, 16, 24 ]
6962	[ 0, 6, 8, 16, 24 ]
6964	[ 0, 6, 8, 16, 24 ]
6967	[ 0, 6, 8, 16, 24 ]
6969	[ 0, 4, 8, 16, 24 ]
6980	[ 0, 2, 4, 8, 16, 24 ]
6982	[ 0, 2, 4, 8, 16, 24 ]
6984	[ 0, 2, 4, 8, 16, 24 ]
6985	[ 0, 2, 8, 16, 24 ]
6986	[ 0, 2, 4, 8, 16, 24 ]
6989	[ 0, 2, 4, 8, 16, 24 ]
6991	[ 0, 2, 4, 8, 16, 24 ]
7014	[ 0, 2, 6, 8, 16, 24 ]
7017	[ 0, 6, 8, 16, 24 ]
7019	[ 0, 6, 8, 16, 24 ]
7028	[ 0, 2, 8, 16, 24 ]
7029	[ 0, 2, 8, 16, 24 ]
7030	[ 0, 2, 8, 16, 24 ]
7031	[ 0, 2, 8, 16, 24 ]
7032	[ 0, 2, 8, 16, 24 ]
7033	[ 0, 2, 4, 8, 16, 24 ]
7035	[ 0, 2, 4, 8, 16, 24 ]
7054	[ 0, 2, 4, 8, 12, 16, 24 ]
7055	[ 0, 2, 4, 8, 12, 16, 24 ]
7056	[ 0, 2, 4, 8, 12, 16, 24 ]
7057	[ 0, 2, 4, 8, 12, 16, 24 ]
7362	[ 0, 4, 8, 12, 16, 20, 24 ]
7423	[ 0, 4, 8, 12, 16, 24 ]
7817	[ 0, 24 ]
8074	[ 0, 4, 8, 12, 16, 20, 24 ]
8207	[ 0, 4, 8, 12, 16, 24 ]
8221	[ 0, 4, 8, 12, 16, 24 ]
8253	[ 0, 4, 8, 12, 16, 24 ]
8254	[ 0, 4, 8, 12, 16, 24 ]
8256	[ 0, 4, 8, 12, 16, 24 ]
8314	[ 0, 4, 8, 12, 16, 24 ]
8359	[ 0, 4, 8, 12, 16, 24 ]
8375	[ 0, 4, 8, 12, 16, 24 ]
8380	[ 0, 4, 8, 12, 16, 24 ]
8381	[ 0, 4, 8, 12, 16, 24 ]
8382	[ 0, 4, 8, 12, 16, 24 ]
8383	[ 0, 4, 8, 12, 16, 24 ]
8387	[ 0, 4, 8, 12, 16, 24 ]
8468	[ 0, 2, 4, 6, 8, 16, 24 ]
8488	[ 0, 4, 8, 12, 16, 24 ]
